image_id,gender,age,headshape,hair,hair_type,hair_color,forehead_occlusion,eyebrow_size,eyebrow_shape,eyes_color,eyes_size,eyes_shape,bags_under_eyes,narrow_eyes,eye_makeup,eyes_occlusion,nose_size,lips_size,lipstick,mouth_open,chin_shape,mustache,beard,goatee,sideburns,makeup,skin,expression,smile,glasses,hat
00963.jpg,male,young,round head,,,black hair,,thick eyebrow,straight eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,bulbous nose,,,closed mouth,,,beard,,,less makeup,fair skin,happiness,,,
02759.jpg,male,aged,rectangle head,,wavy hair,brown hair,,thin eyebrow,straight eyebrow,brown eyes,normal eyes,upturned eyes,bags under eyes,,eye makeup,,big nose,,,open mouth,,mustache,beard,goatee,sideburns,less makeup,brown skin,happiness,smile,,
01265.jpg,man,old,rectangle head,receding hair,,brown hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,open mouth,,mustache,beard,goatee,sideburns,less makeup,white skin,happiness,happy,,
00983.jpg,female,young,triangle head,,,brown hair,,thin eyebrow,straight eyebrow,blue eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,less makeup,white skin,neutral,,,
02508.jpg,female,young,rectangle head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,blue eyes,big eyes,almond eyes,,,eye makeup,,pointy nose,thick lips,lipstick,closed mouth,,,,,,heavy makeup,white skin,neutral,,,
04488.jpg,female,young,triangle head,,,black hair,,thin eyebrow,angled eyebrow,brown eyes,big eyes,downturned eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
03869.jpg,woman,young,square head,,,brown hair,,thin eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,less makeup,white skin,neutral,,,
01262.jpg,female,young,rectangle head,,wavy hair,brown hair,,thin eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,less makeup,white skin,happiness,smile,,
02475.jpg,man,young,oval head,,wavy hair,blonde hair,,thick eyebrow,straight eyebrow,green eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,bulbous nose,,,closed mouth,,,,,,less makeup,white skin,happiness,,,
03474.jpg,man,young,round head,,,blonde hair,,normal eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,thick lips,,open mouth,,,,,,less makeup,white skin,happiness,happy,,
02248.jpg,woman,young,oval head,,wavy hair,brown hair,,bushy eyebrow,angled eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,big nose,full lips,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,,,
02592.jpg,female,young,oval head,,wavy hair,brown hair,,bushy eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,,narrow eyes,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,less makeup,fair skin,neutral,,,
00569.jpg,woman,aged,oval head,,wavy hair,blonde hair,,normal eyebrow,angled eyebrow,gray eyes,small eyes,deep set eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
02583.jpg,woman,young,oval head,,,brown hair,,thin eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,heavy makeup,white skin,neutral,,,
02088.jpg,woman,young,rectangle head,,wavy hair,blonde hair,,thin eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,less makeup,white skin,neutral,,,
03857.jpg,woman,young,triangle head,,wavy hair,brown hair,,thin eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,happy,,
03809.jpg,woman,young,triangle head,,wavy hair,brown hair,,thin eyebrow,angled eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,,thick lips,lipstick,closed mouth,,,,,,heavy makeup,fair skin,happiness,smile,,
04640.jpg,woman,young,round head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,,thick lips,lipstick,closed mouth,,,,,,wearing makeup,fair skin,happiness,happy,,
02578.jpg,woman,young,triangle head,,straight hair,blond hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,upturned eyes,,,eye makeup,,pointy nose,big lips,lipstick,closed mouth,,,,,,wearing makeup,white skin,neutral,,,
03214.jpg,male,young,triangle head,,,black hair,,normal eyebrow,angled eyebrow,black eyes,small eyes,almond eyes,bags under eyes,,,,big nose,full lips,,closed mouth,,,,,,less makeup,brown skin,neutral,,,
02510.jpg,woman,young,round head,,straight hair,black hair,,thin eyebrow,angled eyebrow,brown eyes,small eyes,deep set eyes,,,eye makeup,,,big lips,lipstick,open mouth,,,,,,heavy makeup,black skin,happiness,happy,,
01656.jpg,female,young,oval head,,wavy hair,black hair,,normal eyebrow,angled eyebrow,green eyes,big eyes,almond eyes,,,eye makeup,,pointy nose,thick lips,lipstick,closed mouth,,,,,,heavy makeup,pale skin,neutral,,,
04046.jpg,female,young,triangle head,,straight hair,brown hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,downturned eyes,,,,,big nose,,,open mouth,,,,,,less makeup,pale skin,happiness,smile,,
00367.jpg,woman,young,square head,,,black hair,,thick eyebrow,angled eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,smile,,
04453.jpg,female,young,round head,,wavy hair,brown hair,,thin eyebrow,round eyebrow,brown eyes,small eyes,upturned eyes,,,eye makeup,,bulbous nose,thick lips,lipstick,closed mouth,,,,,,wearing makeup,brown skin,neutral,,,
03421.jpg,male,young,round head,receding hair,,brown hair,,normal eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,bags under eyes,,,,big nose,,,closed mouth,,,beard,,,less makeup,fair skin,neutral,,,
00752.jpg,female,young,square head,receding hair,wavy hair,black hair,,thin eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,big nose,,lipstick,open mouth,,,,,,wearing makeup,black skin,happiness,happy,,
00726.jpg,female,young,square head,,,brown hair,,thin eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,pointy nose,thick lips,lipstick,closed mouth,,,,,,less makeup,white skin,neutral,,,
00824.jpg,man,young,square head,,,brown hair,,bushy eyebrow,round eyebrow,blue eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,pointy nose,,,closed mouth,,,beard,goatee,,less makeup,white skin,neutral,,,
00376.jpg,man,young,oval head,receding hair,,black hair,,bushy eyebrow,straight eyebrow,black eyes,normal eyes,deep set eyes,bags under eyes,,,,bulbous nose,thick lips,,open mouth,,mustache,beard,goatee,,less makeup,brown skin,neutral,,,
01393.jpg,woman,young,triangle head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,big nose,,lipstick,open mouth,,,,,,heavy makeup,fair skin,happiness,happy,,
04655.jpg,female,young,triangle head,,,brown hair,,thin eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,heavy makeup,fair skin,neutral,,,
04993.jpg,man,young,oval head,,,brown hair,,normal eyebrow,straight eyebrow,green eyes,normal eyes,deep set eyes,,,eye makeup,,big nose,,,closed mouth,,,beard,,,less makeup,white skin,neutral,,,
03484.jpg,woman,young,round head,,,brown hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,,,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,happy,,
03720.jpg,woman,young,round head,,,blond hair,,thin eyebrow,straight eyebrow,brown eyes,normal eyes,upturned eyes,bags under eyes,,eye makeup,,pointy nose,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03333.jpg,female,young,oval head,,wavy hair,brown hair,,thin eyebrow,angled eyebrow,green eyes,normal eyes,deep set eyes,,,eye makeup,,,thick lips,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,,,
03827.jpg,woman,young,oval head,,wavy hair,black hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,big nose,,lipstick,open mouth,,,,,,heavy makeup,fair skin,happiness,happy,,
03217.jpg,woman,young,round head,,straight hair,blonde hair,,normal eyebrow,straight eyebrow,brown eyes,small eyes,almond eyes,,,eye makeup,,,big lips,lipstick,closed mouth,,,,,,wearing makeup,white skin,happiness,smile,,
00250.jpg,male,young,rectangle head,,straight hair,brown hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03116.jpg,male,old,triangle head,,straight hair,blond hair,,normal eyebrow,straight eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,,,closed mouth,,mustache,beard,goatee,,less makeup,fair skin,neutral,,,
00589.jpg,man,young,round head,,,black hair,,thick eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,,,open mouth,,,beard,goatee,,less makeup,pale skin,happiness,smile,,
04008.jpg,female,young,round head,,wavy hair,black hair,,normal eyebrow,round eyebrow,brown eyes,normal eyes,upturned eyes,,,eye makeup,,,thick lips,lipstick,closed mouth,,,,,,less makeup,white skin,happiness,happy,,
03615.jpg,woman,young,oval head,,straight hair,brown hair,,thin eyebrow,angled eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,,thick lips,lipstick,closed mouth,,,,,,wearing makeup,white skin,happiness,,,
03105.jpg,woman,young,round head,,wavy hair,blonde hair,,thin eyebrow,angled eyebrow,black eyes,small eyes,upturned eyes,,,eye makeup,,pointy nose,big lips,,open mouth,,,,,,less makeup,brown skin,happiness,smile,,
04214.jpg,male,young,square head,,,brown hair,,normal eyebrow,round eyebrow,blue eyes,normal eyes,upturned eyes,,,,,,,,closed mouth,,mustache,beard,goatee,,less makeup,white skin,neutral,,,
00757.jpg,male,aged,square head,,straight hair,gray hair,,normal eyebrow,straight eyebrow,brown eyes,small eyes,almond eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,,beard,goatee,,less makeup,white skin,neutral,,,
03528.jpg,female,young,square head,,wavy hair,blonde hair,,thin eyebrow,angled eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
00866.jpg,man,young,square head,,,,,thick eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,mustache,beard,goatee,,less makeup,white skin,happiness,,,
02128.jpg,woman,young,oval head,,straight hair,brown hair,,bushy eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,wearing makeup,white skin,happiness,,,
04156.jpg,female,young,round head,,straight hair,blonde hair,,normal eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,heavy makeup,fair skin,happiness,smile,,
03546.jpg,man,young,rectangle head,,,blond hair,,normal eyebrow,angled eyebrow,green eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,bulbous nose,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
00969.jpg,male,young,round head,,,brown hair,,normal eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,,narrow eyes,,,,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03977.jpg,woman,young,round head,,wavy hair,blonde hair,,thin eyebrow,round eyebrow,blue eyes,small eyes,almond eyes,,,eye makeup,,big nose,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,smile,,
03358.jpg,male,young,square head,,,,forehead occlusion,thick eyebrow,round eyebrow,black eyes,small eyes,almond eyes,,,,,bulbous nose,big lips,,closed mouth,,,beard,,,less makeup,wheat colour skin,happiness,,,hat
02349.jpg,female,young,square head,,straight hair,brown hair,,thin eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,happy,,
04042.jpg,woman,young,oval head,,,blonde hair,,normal eyebrow,round eyebrow,brown eyes,normal eyes,downturned eyes,bags under eyes,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,wearing makeup,pale skin,happiness,smile,,
02587.jpg,man,young,triangle head,,,blond hair,,bushy eyebrow,angled eyebrow,brown eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,bulbous nose,full lips,,open mouth,,,,,,less makeup,fair skin,happiness,happy,,
00087.jpg,woman,young,square head,,,black hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,downturned eyes,,,eye makeup,,big nose,,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,happy,,
01952.jpg,male,aged,round head,,,brown hair,,normal eyebrow,round eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,open mouth,,,,,,less makeup,white skin,happiness,happy,,
02952.jpg,woman,young,oval head,,wavy hair,brown hair,,normal eyebrow,round eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,,full lips,lipstick,closed mouth,,,,,,less makeup,fair skin,happiness,happy,,
02310.jpg,female,young,square head,receding hair,wavy hair,brown hair,,thick eyebrow,straight eyebrow,green eyes,normal eyes,deep set eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,less makeup,wheat colour skin,neutral,,,
03704.jpg,male,young,square head,,wavy hair,brown hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,pointy nose,,,closed mouth,,,beard,,,less makeup,white skin,happiness,,,
04995.jpg,woman,young,oval head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,brown eyes,small eyes,upturned eyes,,,eye makeup,,,full lips,lipstick,open mouth,,,,,,less makeup,white skin,happiness,smile,,
03614.jpg,female,young,triangle head,,,brown hair,,thin eyebrow,angled eyebrow,green eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,heavy makeup,fair skin,happiness,smile,,
02595.jpg,woman,aged,triangle head,,,blond hair,,normal eyebrow,round eyebrow,blue eyes,big eyes,almond eyes,,,eye makeup,,big nose,,lipstick,closed mouth,,,,,,less makeup,pale skin,happiness,,,
04848.jpg,woman,young,triangle head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,big nose,,lipstick,closed mouth,,,,,,less makeup,fair skin,neutral,,,
02032.jpg,male,young,oval head,receding hair,,black hair,,normal eyebrow,round eyebrow,brown eyes,normal eyes,upturned eyes,bags under eyes,,,,bulbous nose,full lips,,open mouth,double chin,mustache,beard,goatee,,less makeup,black skin,happiness,smile,,
02295.jpg,woman,young,triangle head,,,blonde hair,,thin eyebrow,straight eyebrow,brown eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,thick lips,lipstick,open mouth,,,,,,less makeup,pale skin,happiness,happy,,
03940.jpg,male,aged,oval head,,,black hair,,bushy eyebrow,straight eyebrow,black eyes,normal eyes,deep set eyes,bags under eyes,,,,bulbous nose,thick lips,,closed mouth,,mustache,beard,goatee,,less makeup,black skin,neutral,,,
01066.jpg,woman,young,round head,,straight hair,blonde hair,,thin eyebrow,round eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,big nose,,lipstick,closed mouth,,,,,,less makeup,white skin,happiness,happy,,
00193.jpg,woman,young,round head,,wavy hair,brown hair,,bushy eyebrow,round eyebrow,black eyes,big eyes,almond eyes,,,eye makeup,,,full lips,lipstick,closed mouth,,,,,,wearing makeup,fair skin,neutral,,,
01378.jpg,male,young,oval head,,straight hair,black hair,,normal eyebrow,angled eyebrow,green eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,,,closed mouth,,,beard,goatee,,less makeup,white skin,neutral,,,
01899.jpg,female,aged,oval head,,straight hair,blonde hair,,thin eyebrow,round eyebrow,gray eyes,normal eyes,upturned eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,wearing makeup,pale skin,happiness,smile,,
02148.jpg,male,young,oval head,,,black hair,,bushy eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,,,,open mouth,double chin,,beard,,,less makeup,fair skin,happiness,happy,,
03094.jpg,woman,young,triangle head,,straight hair,black hair,,thick eyebrow,straight eyebrow,brown eyes,normal eyes,upturned eyes,,,eye makeup,,bulbous nose,,lipstick,closed mouth,,,,,,heavy makeup,fair skin,happiness,,,
01211.jpg,man,old,oval head,receding hair,wavy hair,brown hair,,thick eyebrow,straight eyebrow,black eyes,normal eyes,downturned eyes,,,,,bulbous nose,,,closed mouth,,mustache,beard,goatee,sideburns,less makeup,pale skin,neutral,,spectacles,
04267.jpg,female,young,square head,,,brown hair,,thin eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,narrow eyes,eye makeup,,pointy nose,big lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
01073.jpg,male,young,round head,,,blonde hair,,normal eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,,,,open mouth,,,,,,less makeup,white skin,happiness,smile,,
04492.jpg,man,young,round head,,,brown hair,,thick eyebrow,angled eyebrow,brown eyes,small eyes,downturned eyes,,,,,,full lips,,open mouth,,,,,,less makeup,fair skin,happiness,happy,,hat
04907.jpg,man,aged,round head,,,gray hair,,normal eyebrow,round eyebrow,blue eyes,small eyes,almond eyes,bags under eyes,,,,big nose,,,closed mouth,,,,,,less makeup,fair skin,neutral,,,
02321.jpg,male,young,rectangle head,,,brown hair,,thick eyebrow,round eyebrow,brown eyes,big eyes,deep set eyes,,,,,,thick lips,,open mouth,,,,,,less makeup,white skin,happiness,smile,,
04524.jpg,man,aged,rectangle head,,straight hair,brown hair,,thick eyebrow,straight eyebrow,brown eyes,big eyes,almond eyes,bags under eyes,,eye makeup,,pointy nose,thick lips,,closed mouth,,mustache,beard,,,less makeup,fair skin,neutral,,,
00298.jpg,male,old,square head,,,brown hair,,thin eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,,,bulbous nose,,,open mouth,double chin,,,,,less makeup,white skin,happiness,smile,,
02775.jpg,man,aged,triangle head,,,brown hair,,normal eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,narrow eyes,eye makeup,,bulbous nose,big lips,,closed mouth,double chin,,,,,less makeup,pale skin,happiness,smile,,
01162.jpg,woman,young,oval head,,wavy hair,black hair,,thin eyebrow,round eyebrow,black eyes,normal eyes,deep set eyes,,,eye makeup,,pointy nose,full lips,lipstick,closed mouth,,,,,,wearing makeup,white skin,neutral,,,
04711.jpg,woman,young,oval head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,wearing makeup,white skin,happiness,,,
00519.jpg,female,aged,triangle head,,,blonde hair,,thin eyebrow,round eyebrow,blue eyes,normal eyes,downturned eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,wearing makeup,pale skin,happiness,happy,,
02941.jpg,female,young,oval head,,straight hair,black hair,,thick eyebrow,angled eyebrow,black eyes,small eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,less makeup,fair skin,happiness,smile,,
01764.jpg,female,young,oval head,,straight hair,brown hair,,normal eyebrow,straight eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,,,,open mouth,,,,,,less makeup,white skin,happiness,,,
04553.jpg,man,young,oval head,,,brown hair,,thin eyebrow,angled eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,thick lips,lipstick,open mouth,,,,,,less makeup,white skin,happiness,happy,,
04920.jpg,woman,aged,oval head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,blue eyes,small eyes,deep set eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,wearing makeup,fair skin,happiness,,,
01002.jpg,woman,young,triangle head,,,blonde hair,,thin eyebrow,angled eyebrow,black eyes,normal eyes,upturned eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
01128.jpg,woman,young,oval head,,wavy hair,blonde hair,,normal eyebrow,straight eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,,big lips,lipstick,closed mouth,,,,,,heavy makeup,white skin,neutral,,,
04400.jpg,man,young,oval head,,,brown hair,,thick eyebrow,straight eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,big nose,,,closed mouth,,,beard,,,less makeup,white skin,neutral,,,
04944.jpg,female,young,square head,,wavy hair,blonde hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,open mouth,,,,,,less makeup,white skin,happiness,happy,,
03158.jpg,female,young,rectangle head,,,black hair,,normal eyebrow,angled eyebrow,brown eyes,big eyes,deep set eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,heavy makeup,fair skin,neutral,,,
03670.jpg,female,old,oval head,,wavy hair,blonde hair,,thin eyebrow,straight eyebrow,brown eyes,normal eyes,upturned eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,less makeup,pale skin,happiness,happy,,
04497.jpg,female,old,square head,,,blonde hair,,normal eyebrow,round eyebrow,gray eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,happy,,
02252.jpg,female,young,oval head,,straight hair,blonde hair,,normal eyebrow,angled eyebrow,gray eyes,small eyes,upturned eyes,,narrow eyes,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,wearing makeup,white skin,neutral,,,
03798.jpg,female,young,round head,,wavy hair,black hair,,normal eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,,thick lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,,,
03340.jpg,man,aged,square head,,,blond hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,,beard,,,less makeup,white skin,neutral,,,hat
04066.jpg,male,young,triangle head,bald,,,,thick eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,,,bulbous nose,full lips,,open mouth,,,beard,,,less makeup,black skin,happiness,happy,,
04647.jpg,female,young,rectangle head,,wavy hair,blonde hair,,thin eyebrow,angled eyebrow,brown eyes,small eyes,deep set eyes,,narrow eyes,eye makeup,,,,lipstick,open mouth,,,,,,less makeup,white skin,happiness,happy,,
04049.jpg,man,young,oval head,,,black hair,,bushy eyebrow,round eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,,,big nose,,,closed mouth,,,beard,,,less makeup,fair skin,neutral,,,
03181.jpg,male,old,square head,,,black hair,,thick eyebrow,straight eyebrow,brown eyes,small eyes,almond eyes,bags under eyes,narrow eyes,,,pointy nose,big lips,,open mouth,,,,,,less makeup,white skin,happiness,smile,,
04028.jpg,male,young,oval head,,,black hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,,,eye makeup,,bulbous nose,,,closed mouth,,,,,,less makeup,pale skin,neutral,,,
00946.jpg,woman,young,round head,,,brown hair,,thick eyebrow,angled eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,heavy makeup,pale skin,neutral,,,
02487.jpg,female,young,oval head,,straight hair,brown hair,,thin eyebrow,angled eyebrow,gray eyes,big eyes,almond eyes,,,eye makeup,,pointy nose,big lips,lipstick,closed mouth,,,,,,heavy makeup,fair skin,neutral,,,
00583.jpg,man,young,square head,,straight hair,brown hair,,thick eyebrow,angled eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,,,,closed mouth,,,beard,,,less makeup,pale skin,neutral,,,
00815.jpg,female,young,rectangle head,,,blonde hair,,thin eyebrow,angled eyebrow,green eyes,normal eyes,upturned eyes,,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,smile,,
02382.jpg,woman,young,round head,,straight hair,black hair,,bushy eyebrow,angled eyebrow,green eyes,big eyes,deep set eyes,,,eye makeup,,,big lips,lipstick,open mouth,,,,,,heavy makeup,brown skin,happiness,smile,,
03933.jpg,female,young,round head,,wavy hair,blonde hair,,normal eyebrow,straight eyebrow,green eyes,normal eyes,downturned eyes,,,eye makeup,,pointy nose,thick lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,smile,,
04544.jpg,woman,young,oval head,,wavy hair,brown hair,,bushy eyebrow,angled eyebrow,green eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,big lips,lipstick,closed mouth,,,,,,heavy makeup,white skin,neutral,,,
01836.jpg,male,old,rectangle head,,wavy hair,gray hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,downturned eyes,bags under eyes,,eye makeup,,bulbous nose,,,closed mouth,,,,,,less makeup,wheat colour skin,neutral,,,
00511.jpg,woman,young,square head,,,brown hair,,thin eyebrow,round eyebrow,blue eyes,small eyes,almond eyes,,,eye makeup,,pointy nose,big lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
04531.jpg,male,old,triangle head,,wavy hair,brown hair,,thick eyebrow,straight eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,bulbous nose,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
01510.jpg,man,aged,round head,,wavy hair,black hair,,thick eyebrow,straight eyebrow,brown eyes,small eyes,almond eyes,,,eye makeup,,bulbous nose,,,closed mouth,,,beard,,,less makeup,white skin,neutral,,,
03576.jpg,female,aged,oval head,,wavy hair,blond hair,,normal eyebrow,round eyebrow,blue eyes,normal eyes,upturned eyes,bags under eyes,,eye makeup,,,thick lips,lipstick,closed mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
02463.jpg,man,aged,oval head,,,gray hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,,,,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03115.jpg,woman,old,square head,,wavy hair,blonde hair,,thick eyebrow,angled eyebrow,blue eyes,normal eyes,upturned eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,less makeup,wheat colour skin,happiness,happy,,
01391.jpg,female,old,oval head,,,blond hair,,thin eyebrow,straight eyebrow,green eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
03034.jpg,male,old,oval head,,straight hair,brown hair,,normal eyebrow,straight eyebrow,blue eyes,small eyes,deep set eyes,,,,,big nose,,,open mouth,,,,,,less makeup,white skin,happiness,smile,,
03752.jpg,man,aged,rectangle head,,,brown hair,,normal eyebrow,round eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,big lips,,open mouth,,,,,,less makeup,wheat colour skin,happiness,happy,spectacles,
00469.jpg,man,aged,round head,receding hair,,gray hair,,normal eyebrow,straight eyebrow,blue eyes,normal eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,closed mouth,double chin,,,,,less makeup,fair skin,neutral,,,
04036.jpg,woman,young,round head,,,brown hair,,normal eyebrow,straight eyebrow,blue eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,smile,,
